FST info: dumpfile ReLU_tb.vcd opened for output.
+-------------------------------------------------------------------------------+
|  TIME  |                IN                ||                OUT               |
+-------------------------------------------------------------------------------+
+-------------------------------------------------------------------------------+
|                               Test Case n* 1                                  |
+-------------------------------------------------------------------------------+
| 007810 | 00010100001011010011010100101000 || 00010100001011010011010100101000 |
| 007820 | 00101000110001000100110101010001 || 00101000110001000100110101010001 |
| 007830 | 01101001001000011111000111010010 || 01101001001000011111000111010010 |
| 007840 | 01011001011000011110111110110010 || 01011001011000011110111110110010 |
| 007850 | 01111010100111100000101111110101 || 01111010100111100000101111110101 |
| 007860 | 01000001101110000001110010000011 || 01000001101110000001110010000011 |
| 007870 | 00010101000010011100000000101010 || 00010101000010011100000000101010 |
| 007880 | 00010110111110011010000000101101 || 00010110111110011010000000101101 |
| 007890 | 00110010001010101111100001100100 || 00110010001010101111100001100100 |
| 007900 | 01010010001100111001110010100100 || 01010010001100111001110010100100 |
| 007910 | 00001101111111000111100100011011 || 00001101111111000111100100011011 |
| 007920 | 01111110000011101111100111111100 || 01111110000011101111100111111100 |
| 007930 | 00101101010001001001100101011010 || 00101101010001001001100101011010 |
| 007940 | 01010100011010110101010010101000 || 01010100011010110101010010101000 |
| 007950 | 01100000110101110110101011000001 || 01100000110101110110101011000001 |
| 007960 | 01100110110011110111000111001101 || 01100110110011110111000111001101 |
| 007970 | 01001101010100000110111010011010 || 01001101010100000110111010011010 |
| 007980 | 01101100000010110010100111011000 || 01101100000010110010100111011000 |
| 007990 | 00111110111011111100000101111101 || 00111110111011111100000101111101 |
| 008000 | 01010011110001101101110110100111 || 01010011110001101101110110100111 |
| 008010 | 00001100001001101101001100011000 || 00001100001001101101001100011000 |
| 008020 | 00000110000111000110001000001100 || 00000110000111000110001000001100 |
| 008030 | 00110111010000001000110001101110 || 00110111010000001000110001101110 |
| 008040 | 00010001101101010111010000100011 || 00010001101101010111010000100011 |
| 008050 | 01011000011100010000011110110000 || 01011000011100010000011110110000 |
| 008060 | 00010110010010111010010000101100 || 00010110010010111010010000101100 |
| 008070 | 01010101011110001011100110101010 || 01010101011110001011100110101010 |
| 008080 | 01001011110001011100101110010111 || 01001011110001011100101110010111 |
| 008090 | 00000010111001110010100000000101 || 00000010111001110010100000000101 |
| 008100 | 00110111100011101111010101101111 || 00110111100011101111010101101111 |
| 008110 | 00110100111010010001011001101001 || 00110100111010010001011001101001 |
| 008120 | 01001010001000101101100010010100 || 01001010001000101101100010010100 |
| 008130 | 01111010011011100011010011110100 || 01111010011011100011010011110100 |
| 008140 | 01010110001010111011110010101100 || 01010110001010111011110010101100 |
| 008150 | 01110101010100100101000011101010 || 01110101010100100101000011101010 |
| 008160 | 01110000111011011111001011100001 || 01110000111011011111001011100001 |
| 008170 | 01110101000101100000100111101010 || 01110101000101100000100111101010 |
| 008180 | 01101001000111001011111011010010 || 01101001000111001011111011010010 |
| 008190 | 01011111100100101111011110111111 || 01011111100100101111011110111111 |
| 008200 | 01110101100101001100111011101011 || 01110101100101001100111011101011 |
| 008210 | 00000011111101110110010000000111 || 00000011111101110110010000000111 |
| 008220 | 00100000110110000010001001000001 || 00100000110110000010001001000001 |
| 008230 | 01101000001101010111011111010000 || 01101000001101010111011111010000 |
| 008240 | 00100000100001111000001001000001 || 00100000100001111000001001000001 |
| 008250 | 01101111111100011110010111011111 || 01101111111100011110010111011111 |
| 008260 | 01010001011101010110110110100010 || 01010001011101010110110110100010 |
| 008270 | 00011101110111100001111100111011 || 00011101110111100001111100111011 |
| 008280 | 01010001010011101000010110100010 || 01010001010011101000010110100010 |
| 008290 | 00011101010010100000100000111010 || 00011101010010100000100000111010 |
| 008300 | 00111110001100111000010101111100 || 00111110001100111000010101111100 |
| 008310 | 01110001100110010001110111100011 || 01110001100110010001110111100011 |
| 008320 | 01011011000000001010110010110110 || 01011011000000001010110010110110 |
| 008330 | 00010100001001110010110000101000 || 00010100001001110010110000101000 |
| 008340 | 01001100010111101011000110011000 || 01001100010111101011000110011000 |
| 008350 | 00100111000010000111111101001110 || 00100111000010000111111101001110 |
| 008360 | 00101111000110010010111001011110 || 00101111000110010010111001011110 |
| 008370 | 00101011111100011000111101010111 || 00101011111100011000111101010111 |
| 008380 | 00000011100101101001011000000111 || 00000011100101101001011000000111 |
| 008390 | 00011010011100100011001100110100 || 00011010011100100011001100110100 |
| 008400 | 00101100101011011010000001011001 || 00101100101011011010000001011001 |
| 008410 | 00110111100100000100111101101111 || 00110111100100000100111101101111 |
| 008420 | 00100001011101000011101001000010 || 00100001011101000011101001000010 |
| 008430 | 01101010101011100000011111010101 || 01101010101011100000011111010101 |
| 008440 | 01001010000000111111100010010100 || 01001010000000111111100010010100 |
| 008450 | 01110000100001110110101011100001 || 01110000100001110110101011100001 |
| 008460 | 01100110100100000000010011001101 || 01100110100100000000010011001101 |
| 008470 | 01110100111100111010100011101001 || 01110100111100111010100011101001 |
| 008480 | 00101110100010001000110101011101 || 00101110100010001000110101011101 |
| 008490 | 00111110111101011011111001111101 || 00111110111101011011111001111101 |
| 008500 | 00100010111001111011100101000101 || 00100010111001111011100101000101 |
| 008510 | 01110000100010001010011011100001 || 01110000100010001010011011100001 |
| 008520 | 00110011001001000001010001100110 || 00110011001001000001010001100110 |
| 008530 | 01011100011100110000100110111000 || 01011100011100110000100110111000 |
| 008540 | 01100111101001001000000011001111 || 01100111101001001000000011001111 |
| 008550 | 01011000010011100110110110110000 || 01011000010011100110110110110000 |
| 008560 | 00011110111100011010010000111101 || 00011110111100011010010000111101 |
| 008570 | 00101111110011011110100001011111 || 00101111110011011110100001011111 |
| 008580 | 00100100010000001101111001001000 || 00100100010000001101111001001000 |
| 008590 | 00110000001100000100110001100000 || 00110000001100000100110001100000 |
| 008600 | 01010110010101001011000110101100 || 01010110010101001011000110101100 |
| 008610 | 00011111101010011101101000111111 || 00011111101010011101101000111111 |
| 008620 | 01010101000011101011100110101010 || 01010101000011101011100110101010 |
| 008630 | 00010100011100010111000100101000 || 00010100011100010111000100101000 |
| 008640 | 00010010011011110001010000100100 || 00010010011011110001010000100100 |
| 008650 | 01111001111111010011111011110011 || 01111001111111010011111011110011 |
| 008660 | 01001001000111010101011110010010 || 01001001000111010101011110010010 |
| 008670 | 01100000110110101110101011000001 || 01100000110110101110101011000001 |
| 008680 | 00010110111101110000000000101101 || 00010110111101110000000000101101 |
| 008690 | 01101110011011110101000011011100 || 01101110011011110101000011011100 |
| 008700 | 01100101011111110101111111001010 || 01100101011111110101111111001010 |
| 008710 | 00011101110010011010010100111011 || 00011101110010011010010100111011 |
| 008720 | 00111100011011010000110101111000 || 00111100011011010000110101111000 |
| 008730 | 01111001100101100010111111110011 || 01111001100101100010111111110011 |
| 008740 | 00101011111100001101011101010111 || 00101011111100001101011101010111 |
| 008750 | 01000001000111000111000010000010 || 01000001000111000111000010000010 |
| 008760 | 00000100101100100011000000001001 || 00000100101100100011000000001001 |
| 008770 | 01111111000101001101100111111110 || 01111111000101001101100111111110 |
| 008780 | 00101010110111010010010001010101 || 00101010110111010010010001010101 |
| 008790 | 00110001000000011111100001100010 || 00110001000000011111100001100010 |
| 008800 | 01001111111111011100000010011111 || 01001111111111011100000010011111 |
| 008810 | 00110000100110010010101101100001 || 00110000100110010010101101100001 |
| 008820 | 01011100110001010000110010111001 || 01011100110001010000110010111001 |
| 008830 | 01010110101001101100110110101101 || 01010110101001101100110110101101 |
| 008840 | 00101000001100110111001001010000 || 00101000001100110111001001010000 |
| 008850 | 00111111101110011110010101111111 || 00111111101110011110010101111111 |
| 008860 | 01011101000001001011010110111010 || 01011101000001001011010110111010 |
| 008870 | 01101110110000110101101111011101 || 01101110110000110101101111011101 |
| 008880 | 01111000100110010101110111110001 || 01111000100110010101110111110001 |
| 008890 | 00111000101101001010010001110001 || 00111000101101001010010001110001 |
| 008900 | 00110111111110011010011001101111 || 00110111111110011010011001101111 |
| 008910 | 00100110000010011111000101001100 || 00100110000010011111000101001100 |
| 008920 | 01100111111011011111011011001111 || 01100111111011011111011011001111 |
| 008930 | 01000100000010111110010110001000 || 01000100000010111110010110001000 |
| 008940 | 01111100100010001100010011111001 || 01111100100010001100010011111001 |
| 008950 | 01101111011101001011110111011110 || 01101111011101001011110111011110 |
| 008960 | 01101010110111100001001111010101 || 01101010110111100001001111010101 |
| 008970 | 01101101000001010000011111011010 || 01101101000001010000011111011010 |
| 008980 | 00010101000001000101011000101010 || 00010101000001000101011000101010 |
| 008990 | 01100010011100111100110111000100 || 01100010011100111100110111000100 |
| 009000 | 00000100110110101110101000001001 || 00000100110110101110101000001001 |
| 009010 | 01101011000001100100100011010110 || 01101011000001100100100011010110 |
| 009020 | 01001101011100100000000110011010 || 01001101011100100000000110011010 |
| 009030 | 01001110111110110000111110011101 || 01001110111110110000111110011101 |
| 009040 | 00001101010100000001001000011010 || 00001101010100000001001000011010 |
| 009050 | 01001011110101001100011010010111 || 01001011110101001100011010010111 |
| 009060 | 01001101001100001100110010011010 || 01001101001100001100110010011010 |
| 009070 | 00010101011100000101000100101010 || 00010101011100000101000100101010 |
| 009080 | 00101111001110011000000101011110 || 00101111001110011000000101011110 |
| 009090 | 00111100101100100111111101111001 || 00111100101100100111111101111001 |
| 009100 | 00101001111111110001101101010011 || 00101001111111110001101101010011 |
| 009110 | 00110000011110010100000001100000 || 00110000011110010100000001100000 |
| 009120 | 00111001000110011000101101110010 || 00111001000110011000101101110010 |
| 009130 | 00010000010111000101000100100000 || 00010000010111000101000100100000 |
| 009140 | 00011010011000001011011000110100 || 00011010011000001011011000110100 |
| 009150 | 00111110101010010110110001111101 || 00111110101010010110110001111101 |
| 009160 | 00110011010011101110100001100110 || 00110011010011101110100001100110 |
| 009170 | 01111111111001111111100111111111 || 01111111111001111111100111111111 |
| 009180 | 00101101011001001100001101011010 || 00101101011001001100001101011010 |
| 009190 | 00111010000100000100000101110100 || 00111010000100000100000101110100 |
| 009200 | 00010010110010101010111000100101 || 00010010110010101010111000100101 |
| 009210 | 00000100100000100001011100001001 || 00000100100000100001011100001001 |
| 009220 | 01001101110010111100011110011011 || 01001101110010111100011110011011 |
| 009230 | 01101011101001110000111011010111 || 01101011101001110000111011010111 |
| 009240 | 00111110001001100101001001111100 || 00111110001001100101001001111100 |
| 009250 | 00001000000011000010011100010000 || 00001000000011000010011100010000 |
| 009260 | 00110110100011011010100001101101 || 00110110100011011010100001101101 |
| 009270 | 00001000100111110000000100010001 || 00001000100111110000000100010001 |
| 009280 | 01111011000110011010101011110110 || 01111011000110011010101011110110 |
| 009290 | 00001010100110101000100100010101 || 00001010100110101000100100010101 |
| 009300 | 01011110101111111010110110111101 || 01011110101111111010110110111101 |
| 009310 | 01000111100011110010100010001111 || 01000111100011110010100010001111 |
| 009320 | 00111010010100001110110101110100 || 00111010010100001110110101110100 |
| 009330 | 00111010110100100111100101110101 || 00111010110100100111100101110101 |
| 009340 | 01000010110110100111101110000101 || 01000010110110100111101110000101 |
| 009350 | 00011011100000100111000100110111 || 00011011100000100111000100110111 |
| 009360 | 00010111101000101010111100101111 || 00010111101000101010111100101111 |
| 009370 | 01011111001010000001011010111110 || 01011111001010000001011010111110 |
| 009380 | 01010001011000000001100010100010 || 01010001011000000001100010100010 |
| 009390 | 00100010111001011010101001000101 || 00100010111001011010101001000101 |
| 009400 | 01000100101001011110100110001001 || 01000100101001011110100110001001 |
| 009410 | 01001101111111000101111010011011 || 01001101111111000101111010011011 |
| 009420 | 00100000111000011110101101000001 || 00100000111000011110101101000001 |
| 009430 | 00111000010101011000000001110000 || 00111000010101011000000001110000 |
| 009440 | 01110011101001111110111111100111 || 01110011101001111110111111100111 |
| 009450 | 00010010100110110010111000100101 || 00010010100110110010111000100101 |
| 009460 | 01110101011001101011100111101010 || 01110101011001101011100111101010 |
| 009470 | 01110011010011001000001111100110 || 01110011010011001000001111100110 |
| 009480 | 00111001000000100111011101110010 || 00111001000000100111011101110010 |
| 009490 | 00111101000110010100011001111010 || 00111101000110010100011001111010 |
| 009500 | 01111011001100001010100111110110 || 01111011001100001010100111110110 |
| 009510 | 01000110101100010001111110001101 || 01000110101100010001111110001101 |
| 009520 | 00111000110100011001011101110001 || 00111000110100011001011101110001 |
| 009530 | 00111011000100100100001001110110 || 00111011000100100100001001110110 |
| 009540 | 01111100111000110100000011111001 || 01111100111000110100000011111001 |
| 009550 | 01001011010000111010001110010110 || 01001011010000111010001110010110 |
| 009560 | 01010111000010011100011010101110 || 01010111000010011100011010101110 |
| 009570 | 01110111010001101010001011101110 || 01110111010001101010001011101110 |
| 009580 | 00111011000010010110010001110110 || 00111011000010010110010001110110 |
| 009590 | 00100011111011000011110101000111 || 00100011111011000011110101000111 |
| 009600 | 01111111111011011101100111111111 || 01111111111011011101100111111111 |
| 009610 | 01011110000110011100001010111100 || 01011110000110011100001010111100 |
| 009620 | 01101010111110110101110011010101 || 01101010111110110101110011010101 |
| 009630 | 01001001111010001111101110010011 || 01001001111010001111101110010011 |
| 009640 | 01111110111001010000011111111101 || 01111110111001010000011111111101 |
| 009650 | 01000100111011111110000110001001 || 01000100111011111110000110001001 |
| 009660 | 01000011001001001100110110000110 || 01000011001001001100110110000110 |
| 009670 | 01101110110110111100101111011101 || 01101110110110111100101111011101 |
| 009680 | 00111001101100001110010101110011 || 00111001101100001110010101110011 |
| 009690 | 00010010011011000001110100100100 || 00010010011011000001110100100100 |
| 009700 | 01011010101010101011110110110101 || 01011010101010101011110110110101 |
| 009710 | 00000010101110000111101100000101 || 00000010101110000111101100000101 |
| 009720 | 00000110000000110110100100001100 || 00000110000000110110100100001100 |
| 009730 | 01100101100011100111010011001011 || 01100101100011100111010011001011 |
| 009740 | 00000010011100011001001100000100 || 00000010011100011001001100000100 |
| 009750 | 01001011100100101011100010010111 || 01001011100100101011100010010111 |
| 009760 | 00101111011101001110101001011110 || 00101111011101001110101001011110 |
| 009770 | 01011001101100011100010010110011 || 01011001101100011100010010110011 |
| 009780 | 00011101100000110001010000111011 || 00011101100000110001010000111011 |
| 009790 | 01011101010011000001001010111010 || 01011101010011000001001010111010 |
| 009800 | 00100011110110100001110101000111 || 00100011110110100001110101000111 |
| 009810 | 01100101011010011100101011001010 || 01100101011010011100101011001010 |
| 009820 | 01011110110101000110011010111101 || 01011110110101000110011010111101 |
| 009830 | 00011111001000011111010100111110 || 00011111001000011111010100111110 |
| 009840 | 00011011111110100001100000110111 || 00011011111110100001100000110111 |
| 009850 | 00110010010000010010011001100100 || 00110010010000010010011001100100 |
| 009860 | 00110010011011000001000001100100 || 00110010011011000001000001100100 |
| 009870 | 01101101000110111011000011011010 || 01101101000110111011000011011010 |
| 009880 | 01110110101001000101001011101101 || 01110110101001000101001011101101 |
| 009890 | 00101011010101110101010001010110 || 00101011010101110101010001010110 |
| 009900 | 01110111111001111111100011101111 || 01110111111001111111100011101111 |
| 009910 | 01000011010110000111000110000110 || 01000011010110000111000110000110 |
| 009920 | 01011100001001101010000010111000 || 01011100001001101010000010111000 |
| 009930 | 01100000110111101011001111000001 || 01100000110111101011001111000001 |
| 009940 | 00010100011000110110001000101000 || 00010100011000110110001000101000 |
| 009950 | 01000001001111010100011010000010 || 01000001001111010100011010000010 |
| 009960 | 00100000001000110011100101000000 || 00100000001000110011100101000000 |
| 009970 | 00111110011110101000001001111100 || 00111110011110101000001001111100 |
| 009980 | 01000001101111001111011010000011 || 01000001101111001111011010000011 |
| 009990 | 00110010100000110001110101100101 || 00110010100000110001110101100101 |
| 010000 | 10110111110001101011001001101111 || 00000000000000000000000000000000 |
| 010010 | 11110010011111001101110111100100 || 00000000000000000000000000000000 |
| 010020 | 11100001001111001011101011000010 || 00000000000000000000000000000000 |
| 010030 | 10101100001001001100010001011000 || 00000000000000000000000000000000 |
| 010040 | 11111010010111100000000111110100 || 00000000000000000000000000000000 |
| 010050 | 11000100000001001100001010001000 || 00000000000000000000000000000000 |
| 010060 | 11110111100110100001001011101111 || 00000000000000000000000000000000 |
| 010070 | 10101011001011001110100001010110 || 00000000000000000000000000000000 |
| 010080 | 11000010010011000111110110000100 || 00000000000000000000000000000000 |
| 010090 | 11110101111111000001000111101011 || 00000000000000000000000000000000 |
| 010100 | 11011000011000011100011110110000 || 00000000000000000000000000000000 |
| 010110 | 10000011011001000001100100000110 || 00000000000000000000000000000000 |
| 010120 | 11100100011000011101101111001000 || 00000000000000000000000000000000 |
| 010130 | 10110100111101011000011101101001 || 00000000000000000000000000000000 |
| 010140 | 11100110101110111111110011001101 || 00000000000000000000000000000000 |
| 010150 | 11001011110111101100001110010111 || 00000000000000000000000000000000 |
| 010160 | 11010011100100000011000110100111 || 00000000000000000000000000000000 |
| 010170 | 11101101111010101100000111011011 || 00000000000000000000000000000000 |
| 010180 | 10110001100100100011100101100011 || 00000000000000000000000000000000 |
| 010190 | 11010111011010110011010110101110 || 00000000000000000000000000000000 |
| 010200 | 10100111000000011111011001001110 || 00000000000000000000000000000000 |
| 010210 | 11001011110110100011111110010111 || 00000000000000000000000000000000 |
| 010220 | 10010001000101010110001100100010 || 00000000000000000000000000000000 |
| 010230 | 10100110110111111001110101001101 || 00000000000000000000000000000000 |
| 010240 | 10011000100100000000000000110001 || 00000000000000000000000000000000 |
| 010250 | 11111010010001010101110111110100 || 00000000000000000000000000000000 |
| 010260 | 11001011101000111100000110010111 || 00000000000000000000000000000000 |
| 010270 | 10100011010010000000100101000110 || 00000000000000000000000000000000 |
| 010280 | 11110001100101111000001111100011 || 00000000000000000000000000000000 |
| 010290 | 10101010100011100101101001010101 || 00000000000000000000000000000000 |
| 010300 | 10101000000011101111100001010000 || 00000000000000000000000000000000 |
| 010310 | 11001101111101000110011110011011 || 00000000000000000000000000000000 |
| 010320 | 10111100001100000001011101111000 || 00000000000000000000000000000000 |
| 010330 | 10111010001101100101010001110100 || 00000000000000000000000000000000 |
| 010340 | 10110011010000100000111001100110 || 00000000000000000000000000000000 |
| 010350 | 11110100011001101000010011101000 || 00000000000000000000000000000000 |
| 010360 | 11101110110000011011000111011101 || 00000000000000000000000000000000 |
| 010370 | 10110111111110110100100101101111 || 00000000000000000000000000000000 |
| 010380 | 11011111010001110110101010111110 || 00000000000000000000000000000000 |
| 010390 | 11010110001000000001000010101100 || 00000000000000000000000000000000 |
| 010400 | 10100111111110101010100001001111 || 00000000000000000000000000000000 |
| 010410 | 11100101110101100001011111001011 || 00000000000000000000000000000000 |
| 010420 | 10000001101011101101000100000011 || 00000000000000000000000000000000 |
| 010430 | 10001010010100001001011100010100 || 00000000000000000000000000000000 |
| 010440 | 11110001001001011011000111100010 || 00000000000000000000000000000000 |
| 010450 | 10110101110110000111101101101011 || 00000000000000000000000000000000 |
| 010460 | 10010111010100110110101000101110 || 00000000000000000000000000000000 |
| 010470 | 11010011011000111000100110100110 || 00000000000000000000000000000000 |
| 010480 | 11011100110111111110001110111001 || 00000000000000000000000000000000 |
| 010490 | 10011111111010110001010100111111 || 00000000000000000000000000000000 |
| 010500 | 10010011100000011011101000100111 || 00000000000000000000000000000000 |
| 010510 | 11101110011011100011001011011100 || 00000000000000000000000000000000 |
| 010520 | 10111000001011101011001001110000 || 00000000000000000000000000000000 |
| 010530 | 10001110011010110110000100011100 || 00000000000000000000000000000000 |
| 010540 | 11100000011111011010011111000000 || 00000000000000000000000000000000 |
| 010550 | 11001100011111011100000110011000 || 00000000000000000000000000000000 |
| 010560 | 11100011111101011111011111000111 || 00000000000000000000000000000000 |
| 010570 | 11111111101010011011111011111111 || 00000000000000000000000000000000 |
| 010580 | 10010111011010000111100000101110 || 00000000000000000000000000000000 |
| 010590 | 10000011110001010100010000000111 || 00000000000000000000000000000000 |
| 010600 | 11001100110011011110010110011001 || 00000000000000000000000000000000 |
| 010610 | 11011010010001110110101010110100 || 00000000000000000000000000000000 |
| 010620 | 11010101100001101101001010101011 || 00000000000000000000000000000000 |
| 010630 | 10100110101010111010100101001101 || 00000000000000000000000000000000 |
| 010640 | 11010111001110010001010010101110 || 00000000000000000000000000000000 |
| 010650 | 11010010011101001000001110100100 || 00000000000000000000000000000000 |
| 010660 | 11110100111001101011101111101001 || 00000000000000000000000000000000 |
| 010670 | 10001110101110011011110100011101 || 00000000000000000000000000000000 |
| 010680 | 11110110001110100111101011101100 || 00000000000000000000000000000000 |
| 010690 | 10011110000011100000011100111100 || 00000000000000000000000000000000 |
| 010700 | 11001110011001011001101010011100 || 00000000000000000000000000000000 |
| 010710 | 10001001011010000011000000010010 || 00000000000000000000000000000000 |
| 010720 | 10000010010010110110101100000100 || 00000000000000000000000000000000 |
| 010730 | 10010101100110111101010000101011 || 00000000000000000000000000000000 |
| 010740 | 10001011000101100011010000010110 || 00000000000000000000000000000000 |
| 010750 | 10110100110011011000111001101001 || 00000000000000000000000000000000 |
| 010760 | 11000110101100011001111110001101 || 00000000000000000000000000000000 |
| 010770 | 11000000001011101010100010000000 || 00000000000000000000000000000000 |
| 010780 | 11101011000001101010111111010110 || 00000000000000000000000000000000 |
| 010790 | 10111010001011000100011101110100 || 00000000000000000000000000000000 |
| 010800 | 10011011001101010010110000110110 || 00000000000000000000000000000000 |
| 010810 | 10101000000111100010000001010000 || 00000000000000000000000000000000 |
| 010820 | 11000111011001101001001010001110 || 00000000000000000000000000000000 |
| 010830 | 11110100011000001010011111101000 || 00000000000000000000000000000000 |
| 010840 | 11000000001101101000011110000000 || 00000000000000000000000000000000 |
| 010850 | 10110110101001101011110001101101 || 00000000000000000000000000000000 |
| 010860 | 11110110000011001100001111101100 || 00000000000000000000000000000000 |
| 010870 | 11110000001011101101110111100000 || 00000000000000000000000000000000 |
| 010880 | 10010011001001001000011000100110 || 00000000000000000000000000000000 |
| 010890 | 10110100011001111101100001101000 || 00000000000000000000000000000000 |
| 010900 | 10010100010111011000011000101000 || 00000000000000000000000000000000 |
| 010910 | 10010100011100001111011100101000 || 00000000000000000000000000000000 |
| 010920 | 10010001010100100101111100100010 || 00000000000000000000000000000000 |
| 010930 | 11101100110000011011001111011001 || 00000000000000000000000000000000 |
| 010940 | 10011111100100001000001100111111 || 00000000000000000000000000000000 |
| 010950 | 10100000001001001110001101000000 || 00000000000000000000000000000000 |
| 010960 | 11111111001011011010100111111110 || 00000000000000000000000000000000 |
| 010970 | 11010010000100110110101110100100 || 00000000000000000000000000000000 |
| 010980 | 10100000010101101100000001000000 || 00000000000000000000000000000000 |
| 010990 | 10001100010110100110111000011000 || 00000000000000000000000000000000 |
| 011000 | 11101001110101000101101011010011 || 00000000000000000000000000000000 |
| 011010 | 11100000110110001111111011000001 || 00000000000000000000000000000000 |
| 011020 | 10001111111000001010000100011111 || 00000000000000000000000000000000 |
| 011030 | 11000000000000010100100010000000 || 00000000000000000000000000000000 |
| 011040 | 10011001000010101100011000110010 || 00000000000000000000000000000000 |
| 011050 | 11011111101010010100100110111111 || 00000000000000000000000000000000 |
| 011060 | 11111100010000111110111111111000 || 00000000000000000000000000000000 |
| 011070 | 11100011100101101111110111000111 || 00000000000000000000000000000000 |
| 011080 | 11100111100100011010011011001111 || 00000000000000000000000000000000 |
| 011090 | 11111010000101000000110011110100 || 00000000000000000000000000000000 |
| 011100 | 11010010010000011100110110100100 || 00000000000000000000000000000000 |
| 011110 | 10000010101101001111110100000101 || 00000000000000000000000000000000 |
| 011120 | 11010111110111000000110110101111 || 00000000000000000000000000000000 |
| 011130 | 10010100010111111110010000101000 || 00000000000000000000000000000000 |
| 011140 | 10010010011011001100001100100100 || 00000000000000000000000000000000 |
| 011150 | 10001001011111101001010000010010 || 00000000000000000000000000000000 |
| 011160 | 10011011001001010111001100110110 || 00000000000000000000000000000000 |
| 011170 | 10010110001010000100111000101100 || 00000000000000000000000000000000 |
| 011180 | 10010111101011101011011000101111 || 00000000000000000000000000000000 |
| 011190 | 10001011111011101111000100010111 || 00000000000000000000000000000000 |
| 011200 | 10100000111001111010110101000001 || 00000000000000000000000000000000 |
| 011210 | 11001001110110111010100110010011 || 00000000000000000000000000000000 |
| 011220 | 11110101001011101110110111101010 || 00000000000000000000000000000000 |
| 011230 | 10100101000001110010001001001010 || 00000000000000000000000000000000 |
| 011240 | 10100100101100001111001001001001 || 00000000000000000000000000000000 |
| 011250 | 11001111000110010011001110011110 || 00000000000000000000000000000000 |
| 011260 | 11010001100110000000110110100011 || 00000000000000000000000000000000 |
| 011270 | 10011011110111000001010100110111 || 00000000000000000000000000000000 |
| 011280 | 10010000010110011101011100100000 || 00000000000000000000000000000000 |
| 011290 | 11111101111011110000101011111011 || 00000000000000000000000000000000 |
| 011300 | 10000101101111100001110000001011 || 00000000000000000000000000000000 |
| 011310 | 11011100100001001001011110111001 || 00000000000000000000000000000000 |
| 011320 | 11101000100110110101001011010001 || 00000000000000000000000000000000 |
| 011330 | 11111000111110000010110011110001 || 00000000000000000000000000000000 |
| 011340 | 10100100101001001000000101001001 || 00000000000000000000000000000000 |
| 011350 | 10110010111001110101100001100101 || 00000000000000000000000000000000 |
| 011360 | 11011010000001001011101010110100 || 00000000000000000000000000000000 |
| 011370 | 10001100010110100111011100011000 || 00000000000000000000000000000000 |
| 011380 | 11110010111001000000000111100101 || 00000000000000000000000000000000 |
| 011390 | 10010101011010001110010000101010 || 00000000000000000000000000000000 |
| 011400 | 11011100010100011100010010111000 || 00000000000000000000000000000000 |
| 011410 | 11010111101001001010100110101111 || 00000000000000000000000000000000 |
| 011420 | 10110011011100001100001101100110 || 00000000000000000000000000000000 |
| 011430 | 10101101011110011010101101011010 || 00000000000000000000000000000000 |
| 011440 | 11000010001000001000011010000100 || 00000000000000000000000000000000 |
| 011450 | 10100000100011000101111101000001 || 00000000000000000000000000000000 |
| 011460 | 10001111110000000100110000011111 || 00000000000000000000000000000000 |
| 011470 | 10101100000000111111100101011000 || 00000000000000000000000000000000 |
| 011480 | 11101011000001110111011111010110 || 00000000000000000000000000000000 |
| 011490 | 10001100100011000001100000011001 || 00000000000000000000000000000000 |
| 011500 | 11000001010011111000001010000010 || 00000000000000000000000000000000 |
| 011510 | 11010111101110011111110110101111 || 00000000000000000000000000000000 |
| 011520 | 10101110000010110110110001011100 || 00000000000000000000000000000000 |
| 011530 | 11011111011000010011001110111110 || 00000000000000000000000000000000 |
| 011540 | 10000010100010001010110000000101 || 00000000000000000000000000000000 |
| 011550 | 10100011010000111100010101000110 || 00000000000000000000000000000000 |
| 011560 | 11110010011101011001110011100100 || 00000000000000000000000000000000 |
| 011570 | 10111100011010011110110001111000 || 00000000000000000000000000000000 |
| 011580 | 10101101000010010110111101011010 || 00000000000000000000000000000000 |
| 011590 | 11111001010011010011111111110010 || 00000000000000000000000000000000 |
| 011600 | 11001101000010011001110010011010 || 00000000000000000000000000000000 |
| 011610 | 11001000111000110110001010010001 || 00000000000000000000000000000000 |
| 011620 | 11001011010010001101000110010110 || 00000000000000000000000000000000 |
| 011630 | 11001100011101000011100010011000 || 00000000000000000000000000000000 |
| 011640 | 11010111100110110110001010101111 || 00000000000000000000000000000000 |
| 011650 | 11101101000001111001001111011010 || 00000000000000000000000000000000 |
| 011660 | 11000011100111010011100110000111 || 00000000000000000000000000000000 |
| 011670 | 11011001000101100110000010110010 || 00000000000000000000000000000000 |
| 011680 | 11011001000001010100010110110010 || 00000000000000000000000000000000 |
| 011690 | 11010010000010110101110010100100 || 00000000000000000000000000000000 |
| 011700 | 10100010101000100110110001000101 || 00000000000000000000000000000000 |
| 011710 | 11100110111111110100001111001101 || 00000000000000000000000000000000 |
| 011720 | 10110011011111011111101001100110 || 00000000000000000000000000000000 |
| 011730 | 10011010111111000111110100110101 || 00000000000000000000000000000000 |
| 011740 | 11101010111111111001000111010101 || 00000000000000000000000000000000 |
| 011750 | 10111000111101100101000101110001 || 00000000000000000000000000000000 |
| 011760 | 11101111010011101001011111011110 || 00000000000000000000000000000000 |
